epoch,train_loss,train_acc,val_acc,val_loss
1,0.20695533699579863,0.9218089602704987,1.0,0.0019
2,0.0064232026653543535,0.9981684981684982,1.0,0.0001
3,0.021351243522008748,0.9942237249929557,0.9979,0.0039
4,0.007029580773564492,0.9980276134122288,0.8365,0.8462
5,0.007873742125306995,0.9976049591434207,0.9954,0.0115
6,0.0014122785422083035,0.9995773457311918,0.9992,0.0016
7,0.0003462091153399325,1.0,1.0,0.0
8,0.00020955830755165026,1.0,1.0,0.0
9,0.0002993613353026842,1.0,1.0,0.0
10,0.0007428737831186261,0.9997182304874612,1.0,0.0
11,0.0007524713450057653,0.9998591152437306,1.0,0.0
12,0.00025239678368410416,0.9998591152437306,1.0,0.0
13,0.0013633368336129147,0.9994364609749226,0.9873,0.0355
14,0.00505245089753902,0.9987320371935756,0.9066,0.4648
15,0.00200675887768948,0.9994364609749226,0.9979,0.0042
16,0.012108977183676121,0.9952099182868414,1.0,0.0001
17,0.01629584358254118,0.9956325725556495,1.0,0.0006
18,0.003917553689494074,0.9991546914623838,0.9937,0.0225
19,0.003132962334662306,0.9990138067061144,0.8809,0.8231
20,0.001968289286801059,0.9992955762186532,0.9987,0.003
21,0.0019664822941292764,0.9994364609749226,0.9992,0.003
22,0.002668497148653722,0.9991546914623838,1.0,0.0001
23,0.004955042338726844,0.998450267681037,0.9856,0.0354
24,0.005272460601751914,0.9980276134122288,0.9996,0.0014
25,0.01041028943638666,0.997323189630882,0.9992,0.0014
26,0.00025418471215580424,1.0,1.0,0.0
27,0.0003579133842416385,0.9998591152437306,1.0,0.0
28,0.0006220697857296798,0.9998591152437306,1.0,0.0001
29,0.00011478625257884508,1.0,1.0,0.0
30,3.490669098018127e-05,1.0,1.0,0.0
31,4.2301179796345354e-05,1.0,1.0,0.0
32,3.198588734668369e-05,1.0,1.0,0.0
33,2.585431907736147e-05,1.0,1.0,0.0
34,2.4491646308446885e-05,1.0,1.0,0.0
35,6.067628434020593e-05,1.0,1.0,0.0
36,2.921759118622295e-05,1.0,1.0,0.0
37,1.997805340118592e-05,1.0,1.0,0.0
38,3.966978322633833e-05,1.0,1.0,0.0
39,1.2831299126921618e-05,1.0,1.0,0.0
40,2.0085576233097084e-05,1.0,1.0,0.0
41,1.2466590576819762e-05,1.0,1.0,0.0
42,2.4114719443205195e-05,1.0,1.0,0.0
43,0.0009101445642096433,0.9994364609749226,0.997,0.0102
44,0.0023645368353726044,0.9994364609749226,0.9996,0.0015
45,0.012875865976845329,0.9957734573119188,0.997,0.0081
46,0.00629317422935261,0.9983093829247676,0.9759,0.1081
47,0.009215074299675037,0.9981684981684982,0.9911,0.045
48,0.01911098409264247,0.9947872640180333,0.9975,0.0057
49,0.005479034574393393,0.9983093829247676,1.0,0.0003
50,0.0034051915349865513,0.9987320371935756,1.0,0.0
