epoch,train_loss,train_acc,val_acc,val_loss
1,0.19505599307680446,0.9176838810641628,0.9471,0.1057
2,0.00299235533295106,0.9996870109546165,0.9771,0.0622
3,0.04236909669965319,0.9871674491392801,0.9209,0.1783
4,0.006338579929543073,0.9992175273865415,0.9141,0.1893
5,0.0017120354451787118,0.9998435054773083,0.9238,0.218
6,0.00045689753594142216,1.0,0.9513,0.1414
7,0.00543489568844563,0.9978090766823161,0.8895,0.4363
8,0.0004037807582340499,1.0,0.9408,0.1785
9,0.006320578214717542,0.9982785602503912,0.752,1.0381
10,0.0025393223479298686,0.9990610328638497,0.9221,0.2282
11,0.000586398614995715,0.9998435054773083,0.9894,0.0258
12,0.0001471331069802141,1.0,0.9623,0.0948
13,0.00014049659674097322,1.0,0.9628,0.1006
14,6.471358363246644e-05,1.0,0.981,0.0576
15,6.762151964343251e-05,1.0,0.9691,0.0786
16,4.732273754454527e-05,1.0,0.9661,0.0946
17,3.0973115542583005e-05,1.0,0.9725,0.0757
18,4.12651514656779e-05,1.0,0.9687,0.0857
19,4.057665180137609e-05,1.0,0.9628,0.1184
20,2.754180918038261e-05,1.0,0.9632,0.11
21,3.8429405085679804e-05,1.0,0.967,0.0973
22,0.0001152110055196212,1.0,0.9776,0.0592
23,0.004093913007975762,0.9990610328638497,0.4177,10.3096
24,0.0028167766066938887,0.9990610328638497,0.8248,1.4554
25,0.015112567598988333,0.9956181533646322,0.9873,0.0571
26,0.028607353045283022,0.9951486697965571,0.6462,1.718
27,0.015590589498313646,0.9945226917057903,0.989,0.0271
28,0.0020908311942078915,0.9993740219092332,0.9949,0.0132
29,0.000347582455086949,1.0,0.9983,0.0074
30,0.00034965081123319267,1.0,0.9987,0.0111
31,0.00018500590131787387,1.0,0.9983,0.0077
32,0.00016837946900757938,1.0,0.9979,0.0056
33,7.898905023303115e-05,1.0,0.9987,0.0056
34,0.00014691124460924088,1.0,0.9945,0.0203
35,0.00011513540193547088,1.0,0.9987,0.0128
36,2.7344642407291805e-05,1.0,0.9941,0.0169
37,2.4215781242278305e-05,1.0,0.9945,0.0158
38,1.9455157936891724e-05,1.0,0.9945,0.0194
39,0.00011758681770820565,0.9998435054773083,0.981,0.0501
40,9.715073360360426e-05,1.0,0.9979,0.0121
41,2.647005590778447e-05,1.0,0.9945,0.0173
42,7.395823569014384e-06,1.0,0.9958,0.0128
43,2.1803122354563223e-05,1.0,0.9937,0.0194
44,8.239091822461988e-06,1.0,0.9928,0.019
45,1.5648977056075288e-05,1.0,0.9949,0.0162
46,1.5867028972920806e-05,1.0,0.9941,0.0193
47,2.624082969906245e-05,1.0,0.9953,0.0161
48,9.618419686779509e-06,1.0,0.9953,0.0163
49,4.172856257282006e-05,1.0,0.9932,0.0208
50,8.414115222111689e-06,1.0,0.9945,0.0177
