epoch,train_loss,train_acc,val_acc,val_loss
1,0.22642132863879819,0.9024695217255392,0.4854,3.4569
2,0.026473489090702466,0.9915598624570178,0.5832,5.0587
3,0.012856717024053232,0.9962488277586746,0.4837,4.9021
4,0.002894572084028319,0.9992185057830572,0.4989,4.9411
5,0.003847778471932485,0.9989059080962801,0.435,6.1229
6,0.010934787999711076,0.9965614254454517,0.4795,5.3598
7,0.012768183293059194,0.9964051266020632,0.609,4.4222
8,0.013125822497849103,0.9959362300718975,0.5633,5.7899
9,0.002035578015524298,0.9995311034698343,0.5163,6.1296
10,0.007548998066081286,0.9976555173491716,0.5353,5.0776
11,0.000615222678081927,1.0,0.4896,5.6271
12,0.0001691451099234036,1.0,0.4846,5.8496
13,0.00046989688794103215,0.9998437011566115,0.4867,6.272
14,0.00013458892141331483,1.0,0.4884,6.3065
15,0.0001396250587264372,1.0,0.4879,6.5267
16,6.688552352211515e-05,1.0,0.4858,6.6
17,6.988975046974243e-05,1.0,0.4854,6.6879
18,7.325592571934633e-05,1.0,0.4833,6.8357
19,6.483320324970208e-05,1.0,0.4816,6.9709
20,4.4276704924159194e-05,1.0,0.4807,6.9692
21,3.956806934278661e-05,1.0,0.4837,7.0877
22,1.9828868441583485e-05,1.0,0.4812,7.1694
23,4.4016921017224984e-05,1.0,0.4862,6.9891
24,2.4623810038365643e-05,1.0,0.4884,7.001
25,6.666565917027784e-05,1.0,0.4922,7.3173
26,0.00011461034943859864,1.0,0.4884,7.3707
27,0.008352845494217123,0.9970303219756174,0.5112,8.9141
28,0.01197534539015098,0.9962488277586746,0.4452,9.5561
29,0.006800962700063107,0.9990622069396686,0.4613,7.5973
30,0.00034398185597251133,1.0,0.4642,8.8736
31,0.0005075747906836121,0.9998437011566115,0.4841,9.0899
32,0.0001224917513772385,1.0,0.4702,9.3652
33,4.467412595970285e-05,1.0,0.4803,9.7617
34,4.653135257035707e-05,1.0,0.4778,9.7515
35,4.4837120402260174e-05,1.0,0.4824,9.7237
36,2.049255019392746e-05,1.0,0.485,9.8477
37,2.7779956553857254e-05,1.0,0.4837,9.8687
38,1.664104035665174e-05,1.0,0.4799,9.932
39,8.153743907438449e-05,1.0,0.4778,10.1138
40,2.1755729293198163e-05,1.0,0.4829,9.9475
41,3.963234777660075e-05,1.0,0.485,10.153
42,1.5013943660629149e-05,1.0,0.4867,10.0989
43,0.0005311997252950486,0.9998437011566115,0.529,10.0176
44,0.015737895761133727,0.9953110346983433,0.6043,12.5771
45,0.01887996194071712,0.993591747421069,0.5108,11.2097
46,0.007810566728196924,0.9976555173491716,0.5061,13.9272
47,0.003564849612456035,0.9984370115661144,0.5049,12.9701
48,0.0048370337876228395,0.9984370115661144,0.529,12.4824
49,0.0003636981557881682,1.0,0.5044,13.5373
50,0.00014573036323437696,1.0,0.4994,13.3431
