epoch,train_loss,train_acc,val_acc,val_loss
1,0.21143729689802107,0.9122287968441815,0.9958,0.0146
2,0.008823985265065105,0.9981684981684982,0.9945,0.0158
3,0.01679266106759343,0.9943646097492251,0.9949,0.0223
4,0.012077392390426631,0.9969005353620738,0.9992,0.0021
5,0.002206818595915407,0.9995773457311918,0.9987,0.0026
6,0.0006922352418055702,0.9998591152437306,1.0,0.0003
7,0.00020260399356444395,1.0,1.0,0.0003
8,0.00023074260497316708,1.0,1.0,0.0001
9,9.981125921733146e-05,1.0,1.0,0.0001
10,8.194744168064481e-05,1.0,1.0,0.0001
11,4.9740907933149556e-05,1.0,1.0,0.0001
12,6.813446165243442e-05,1.0,1.0,0.0001
13,4.161532758575619e-05,1.0,1.0,0.0001
14,4.5905916214537515e-05,1.0,1.0,0.0002
15,3.88971327772301e-05,1.0,1.0,0.0001
16,4.2472348886153036e-05,1.0,1.0,0.0001
17,3.89621809875342e-05,1.0,1.0,0.0001
18,3.271219942411333e-05,1.0,1.0,0.0001
19,1.6422824473144134e-05,1.0,1.0,0.0001
20,1.996005619724289e-05,1.0,1.0,0.0001
21,2.6572198756212337e-05,1.0,1.0,0.0001
22,2.3368035406746854e-05,1.0,1.0,0.0001
23,0.030269722625577238,0.9921104536489151,0.9218,0.3628
24,0.025510185025117385,0.9940828402366864,0.9975,0.0082
25,0.00343253740996838,0.9991546914623838,0.9979,0.0037
26,0.0007093236301267227,1.0,0.9983,0.0042
27,0.00033279599151884385,1.0,1.0,0.0001
28,0.00016469272753759373,1.0,1.0,0.0
29,0.00017745967997600634,1.0,1.0,0.0001
30,9.218057455567428e-05,1.0,1.0,0.0001
31,6.884459927890667e-05,1.0,1.0,0.0
32,6.71458443617417e-05,1.0,1.0,0.0002
33,5.307749591964569e-05,1.0,1.0,0.0001
34,2.2249561407458733e-05,1.0,1.0,0.0
35,3.0109906869220065e-05,1.0,1.0,0.0
36,5.6365924309987354e-05,1.0,1.0,0.0
37,3.0195398154402807e-05,1.0,1.0,0.0
38,0.00015804442855853762,1.0,1.0,0.0
39,0.0007076370743332351,0.9995773457311918,0.9924,0.0301
40,0.007541470598339825,0.99774584389969,0.9928,0.0295
41,0.0022313289828013306,0.9992955762186532,1.0,0.0003
42,0.00013556501633009646,1.0,1.0,0.0001
43,5.058228902058408e-05,1.0,1.0,0.0001
44,8.579173792496479e-05,1.0,1.0,0.0001
45,1.950016747725996e-05,1.0,1.0,0.0001
46,0.00015844955998654416,1.0,0.9996,0.0006
47,2.672038057841325e-05,1.0,0.9996,0.0005
48,2.0714907119729706e-05,1.0,1.0,0.0003
49,3.0511053567486093e-05,1.0,1.0,0.0
50,1.4987625563811368e-05,1.0,1.0,0.0001
