epoch,train_loss,train_acc,val_acc,val_loss
1,0.247471430857859,0.9024923480542195,0.8832,0.4199
2,0.04134790047841936,0.9855706165282029,0.9002,1.0654
3,0.020447841417866996,0.9941699460720012,0.934,0.2294
4,0.018384958672364518,0.995481708205801,0.8376,0.9295
5,0.00647529092236035,0.9982509838216004,0.9205,0.5318
6,0.005587873461836402,0.9983967351698003,0.9002,1.927
7,0.005958443757095966,0.9982509838216004,0.9907,0.0399
8,0.00700308867831192,0.9976679784288005,0.9044,0.8034
9,0.018227505422637222,0.9934411893310013,0.9065,0.4143
10,0.004995791430105511,0.9985424865180003,0.9162,0.41
11,0.016541001668875618,0.9944614487684011,0.8993,0.4203
12,0.008274961722748794,0.9972307243842006,0.9721,0.1026
13,0.0038407180470621566,0.9982509838216004,0.9074,0.8271
14,0.0013802127484316687,0.9997084973036,0.9619,0.2198
15,0.017648647445588087,0.9940241947238012,0.9721,0.104
16,0.0052094905678741555,0.9982509838216004,0.9615,0.184
17,0.0035034797772005737,0.9986882378662003,0.9027,1.2941
18,0.014374226188596833,0.995481708205801,0.9201,0.3316
19,0.00538613054683632,0.9983967351698003,0.9848,0.057
20,0.002462434429414581,0.9988339892144003,0.9234,0.6067
21,0.0024926726418986658,0.9991254919108001,0.9255,0.4591
22,0.0014748950199322348,0.9994169946072001,0.9569,0.2751
23,0.0018204022582151973,0.9994169946072001,0.9374,0.4483
24,0.010061999138758496,0.9967934703396006,0.9167,0.7121
25,0.007227173993371306,0.9975222270806005,0.8993,3.0749
26,0.013167147385842192,0.9965019676432006,0.9425,0.2822
27,0.007914422964887613,0.9970849730360006,0.901,1.5922
28,0.002178670250450913,0.9997084973036,0.9188,0.6577
29,0.0012665378335877469,0.9995627459554001,0.9522,0.3352
30,0.0015550710987293063,0.9994169946072001,0.9484,0.2963
31,0.0008858021896438228,0.9995627459554001,0.9767,0.1304
32,0.001876177530257378,0.9994169946072001,0.9002,2.4292
33,0.004330746597391734,0.9989797405626002,0.9674,0.1756
34,0.004263130983364241,0.9986882378662003,0.9268,0.4
35,0.011438450601578764,0.9979594811252004,0.8397,2.3994
36,0.005880473759709388,0.9985424865180003,0.9391,0.4096
37,0.0006208416293473946,1.0,0.964,0.2128
38,0.0005562246317696761,0.9998542486518001,0.9827,0.0956
39,0.00472405751330904,0.9989797405626002,0.8997,3.566
40,0.003681796323825532,0.9986882378662003,0.9319,0.4453
41,0.0007438477053988725,0.9998542486518001,0.9361,0.4562
42,0.00018888870621339789,1.0,0.9416,0.4436
43,0.0002332766295746551,1.0,0.9467,0.4143
44,0.00013621216614427483,1.0,0.9581,0.3067
45,0.00026575869027795106,1.0,0.9391,0.557
46,0.00023305052999384913,0.9998542486518001,0.9679,0.2632
47,5.242898004795375e-05,1.0,0.9577,0.3355
48,0.00247522707781201,0.9995627459554001,0.9962,0.0233
49,0.009005762268786102,0.9967934703396006,0.986,0.0982
50,0.004212655386798376,0.9985424865180003,0.9843,0.1019
