epoch,train_loss,train_acc,val_acc,val_loss
1,0.17046994687049896,0.929134967596506,0.9979,0.0062
2,0.014720722179927844,0.996196111580727,0.9535,0.1289
3,0.02229773053200325,0.9926739926739927,0.9675,0.095
4,0.0035223384210921215,0.9994364609749226,0.9992,0.0029
5,0.006474543455198454,0.9980276134122288,1.0,0.0004
6,0.0010179994407900172,0.9997182304874612,1.0,0.0001
7,0.0010498100555813893,0.9997182304874612,1.0,0.0001
8,0.00037214511103045083,1.0,1.0,0.0
9,0.00028989215216968726,1.0,1.0,0.0
10,9.166547682663561e-05,1.0,1.0,0.0
11,0.10523142236669092,0.9811214426599042,0.8471,2.0374
12,0.03482084816374739,0.9922513384051845,0.9992,0.0038
13,0.010272237468168672,0.9992955762186532,0.883,0.8167
14,0.013376634442523646,0.9959143420681882,0.9924,0.0259
15,0.0016181551381423004,0.9997182304874612,1.0,0.0
16,0.0004048991237081342,1.0,1.0,0.0001
17,0.0004384107346671155,1.0,1.0,0.0
18,0.001640601516499383,0.9990138067061144,0.9983,0.0081
19,0.0005019019406649392,1.0,1.0,0.0001
20,0.0004101386327484766,0.9998591152437306,1.0,0.0
21,0.00022552958051861286,1.0,1.0,0.0
22,0.00011552924708167768,1.0,1.0,0.0
23,0.00011734743558864823,1.0,1.0,0.0
24,8.729404204113188e-05,1.0,1.0,0.0
25,0.00018333838614917208,1.0,1.0,0.0
26,8.752965436203027e-05,1.0,1.0,0.0
27,4.85199851110348e-05,1.0,1.0,0.0
28,5.025868767262625e-05,1.0,1.0,0.0
29,0.00011695096516576865,1.0,1.0,0.0
30,9.562113733841274e-05,1.0,1.0,0.0
31,2.97050282645397e-05,1.0,1.0,0.0
32,0.00010001085334554535,1.0,1.0,0.0
33,3.4877955526904025e-05,1.0,1.0,0.0
34,7.287312227577313e-05,1.0,1.0,0.0
35,0.00011223146875899618,1.0,1.0,0.0
36,0.00011872006181501256,0.9998591152437306,1.0,0.0
37,5.194741067231111e-05,1.0,1.0,0.0
38,1.884851538059164e-05,1.0,1.0,0.0
39,4.164323408040464e-05,1.0,1.0,0.0
40,4.3632236033802114e-05,1.0,1.0,0.0
41,1.4643984687581257e-05,1.0,1.0,0.0
42,2.5937029663754484e-05,1.0,1.0,0.0
43,5.034028235091999e-05,1.0,1.0,0.0
44,3.42741588256388e-05,1.0,1.0,0.0
45,4.347626719101698e-05,1.0,1.0,0.0
46,3.1071051552578065e-05,1.0,1.0,0.0
47,1.0742572297653117e-05,1.0,1.0,0.0
48,1.7127148888173983e-05,1.0,1.0,0.0
49,3.0562060823841565e-05,1.0,1.0,0.0
50,1.922916572723244e-05,1.0,1.0,0.0
