epoch,train_loss,train_acc,val_acc,val_loss
1,0.25375461396879145,0.8957486714598312,0.2725,8.1347
2,0.014116913377167322,0.9965614254454517,0.2899,8.8869
3,0.01178228191603933,0.9964051266020632,0.2996,10.3421
4,0.00177502634657562,0.9996874023132228,0.3,8.7825
5,0.0009325685487633176,0.9998437011566115,0.3005,10.3742
6,0.0005590272004278385,1.0,0.3005,9.8885
7,0.000312315367248693,1.0,0.3005,10.7496
8,0.013805951408269807,0.9956236323851203,0.2818,9.3093
9,0.019002395823289164,0.9931228508909034,0.2412,8.6103
10,0.009064901032359591,0.997499218505783,0.6881,3.2591
11,0.03621538869280248,0.9898405751797437,0.2361,5.9256
12,0.0060697284701218285,0.9987496092528916,0.3081,5.8452
13,0.0008961673898015535,0.9998437011566115,0.3195,8.6169
14,0.0003010336665763455,1.0,0.3085,10.4249
15,0.0003769268212467925,1.0,0.2823,10.4317
16,0.00019126275736018613,1.0,0.2776,10.2752
17,8.088999504312842e-05,1.0,0.273,12.4966
18,0.00013587469645263758,1.0,0.2641,11.9904
19,0.00024013370249295802,1.0,0.2814,11.8773
20,0.00011215311003086588,1.0,0.2878,13.0279
21,0.00036425867176294606,1.0,0.2344,12.1944
22,0.0003824191669084201,1.0,0.2344,11.906
23,5.747030661080158e-05,1.0,0.2315,13.4583
24,0.0018611448931878374,0.9990622069396686,0.4185,9.9788
25,0.005701522410802995,0.9985933104095029,0.3576,10.0638
26,0.0009408480224728575,0.9998437011566115,0.2141,12.1256
27,0.00022335153623236268,1.0,0.2658,13.0813
28,0.0002512582594231988,0.9998437011566115,0.2899,12.4955
29,0.0003354960151928387,0.9998437011566115,0.289,12.8942
30,4.2543179140223864e-05,1.0,0.2747,12.945
31,9.929412586471873e-05,1.0,0.2569,12.8505
32,0.0002458118180476811,0.9998437011566115,0.2019,13.1056
33,0.00517123736930658,0.9985933104095029,0.2476,19.5576
34,0.0001799757405050863,1.0,0.1659,17.9752
35,6.162663123379907e-05,1.0,0.1871,20.2996
36,3.315096818681509e-05,1.0,0.1811,20.7649
37,0.009904396311275817,0.9981244138793373,0.2002,22.6708
38,0.006580429539322451,0.997499218505783,0.2019,11.9835
39,0.011655701410044864,0.9962488277586746,0.397,11.7327
40,0.056415092736883214,0.9845264145045327,0.143,23.7349
41,0.024522991108547016,0.9964051266020632,0.2154,25.1809
42,0.0012086445397191225,0.9996874023132228,0.2154,26.3391
43,0.0013499044624827794,0.9995311034698343,0.1832,21.1461
44,0.004278451257612977,0.9984370115661144,0.1295,26.4599
45,0.0004965176959752061,0.9998437011566115,0.1384,27.8285
46,0.0003002575062371974,1.0,0.1413,30.1241
47,0.0002004233511129958,1.0,0.1477,33.5789
48,8.305758274275394e-05,1.0,0.157,31.6076
49,0.00034869034277516407,1.0,0.1989,30.4132
50,0.00019161028536949666,1.0,0.1485,30.7068
