epoch,train_loss,train_acc,val_acc,val_loss
1,0.23666360927391436,0.8978585517047055,0.9632,0.0889
2,0.017091018759463665,0.9949281487743026,0.9979,0.0072
3,0.004872991734088017,0.9981684981684982,0.9789,0.0844
4,0.013480441728630438,0.9957734573119188,0.9954,0.0203
5,0.0039048012356386603,0.9991546914623838,0.9983,0.0054
6,0.0012399112973606257,0.9998591152437306,0.9992,0.0018
7,0.0003401575271034067,1.0,1.0,0.0007
8,0.00014008362070682832,1.0,0.9996,0.0006
9,0.00013371177913725033,1.0,0.9996,0.0006
10,0.00031214281991940603,1.0,0.9941,0.0181
11,0.0026225349894842807,0.9991546914623838,0.9654,0.1897
12,0.013113332547640267,0.995069033530572,0.9987,0.0072
13,0.0010940162309278198,0.9998591152437306,0.9987,0.0021
14,0.0007898426152779921,0.9997182304874612,0.9983,0.0063
15,0.00030073696434586793,0.9998591152437306,0.9996,0.0008
16,8.209682470443894e-05,1.0,1.0,0.0002
17,9.008682496810107e-05,1.0,1.0,0.0001
18,3.889865218999589e-05,1.0,1.0,0.0001
19,4.2009903659049645e-05,1.0,1.0,0.0002
20,6.833054565901129e-05,1.0,1.0,0.0003
21,4.7354391729175425e-05,1.0,1.0,0.0002
22,2.298327149610212e-05,1.0,1.0,0.0001
23,2.5028133836053207e-05,1.0,1.0,0.0001
24,2.4998455202318205e-05,1.0,1.0,0.0001
25,2.4914423024343398e-05,1.0,1.0,0.0001
26,5.629600434508889e-05,1.0,0.9996,0.0004
27,2.9389252915590536e-05,1.0,1.0,0.0003
28,1.7487479398718582e-05,1.0,1.0,0.0
29,1.359257780712177e-05,1.0,1.0,0.0001
30,1.8394472201813672e-05,1.0,1.0,0.0001
31,9.255580643175433e-06,1.0,1.0,0.0001
32,1.245822920086548e-05,1.0,1.0,0.0001
33,8.187231351659992e-06,1.0,1.0,0.0001
34,8.71538701954207e-06,1.0,1.0,0.0001
35,8.820907604072722e-06,1.0,1.0,0.0001
36,1.192545919777549e-05,1.0,1.0,0.0001
37,8.181509752332422e-06,1.0,1.0,0.0001
38,2.3655733683045076e-05,1.0,1.0,0.0002
39,9.266926044274037e-06,1.0,1.0,0.0002
40,4.158603375796178e-06,1.0,1.0,0.0001
41,9.853332340992281e-06,1.0,1.0,0.0001
42,5.884834476714338e-06,1.0,1.0,0.0001
43,0.06067759224604255,0.9859115243730628,0.9328,0.3116
44,0.021201452817208907,0.9952099182868414,0.9975,0.0081
45,0.0036710494335805885,0.9994364609749226,0.9975,0.0083
46,0.0019264459080654823,0.9994364609749226,0.997,0.0105
47,0.0003244030465552508,1.0,0.9992,0.002
48,0.00013719968285562313,1.0,0.9992,0.0022
49,0.00013995708849255228,1.0,0.9987,0.0024
50,9.75835281542164e-05,1.0,0.9987,0.0026
