epoch,train_loss,train_acc,val_acc,val_loss
1,0.2089178182619061,0.9145045326664583,0.8015,0.5192
2,0.02009369483771907,0.9948421381681776,0.9716,0.079
3,0.017220453426437514,0.9929665520475148,0.8891,0.2479
4,0.006154598163690612,0.9982807127227259,0.8989,0.3314
5,0.0013053442838470177,0.9996874023132228,0.9365,0.1901
6,0.0005020161937734388,0.9998437011566115,0.9336,0.1877
7,0.0002584541343952692,1.0,0.9501,0.1713
8,0.00010960886664161643,1.0,0.9446,0.1855
9,7.347575826161356e-05,1.0,0.9505,0.1683
10,8.032661481110059e-05,1.0,0.9259,0.3422
11,7.263001931243014e-05,1.0,0.9543,0.1448
12,5.700799785771573e-05,1.0,0.9454,0.1872
13,4.636798509260583e-05,1.0,0.9496,0.1672
14,4.1028928192651795e-05,1.0,0.9518,0.1604
15,2.451630646690162e-05,1.0,0.9534,0.1614
16,3.628690928556339e-05,1.0,0.9534,0.166
17,2.0377840840937318e-05,1.0,0.9556,0.1534
18,3.104478112585117e-05,1.0,0.9539,0.1506
19,1.848668367277845e-05,1.0,0.9556,0.1556
20,1.93438239930987e-05,1.0,0.9526,0.1681
21,1.6124903683048694e-05,1.0,0.9522,0.1661
22,2.5612646999972693e-05,1.0,0.9547,0.163
23,1.125633702896764e-05,1.0,0.9534,0.1672
24,2.0059040941193553e-05,1.0,0.9518,0.1777
25,1.4838030933090134e-05,1.0,0.9534,0.1693
26,6.364917259627644e-05,1.0,0.953,0.173
27,1.0982019470476488e-05,1.0,0.9471,0.216
28,1.2426925024460017e-05,1.0,0.9505,0.1912
29,1.110131861630557e-05,1.0,0.9522,0.1858
30,8.29542026523851e-06,1.0,0.9534,0.176
31,9.320853766922008e-06,1.0,0.9513,0.1936
32,1.052497585045263e-05,1.0,0.9496,0.197
33,8.439352332919994e-06,1.0,0.9547,0.175
34,9.267888835016162e-06,1.0,0.9556,0.1766
35,1.359390653787224e-05,1.0,0.9547,0.1892
36,6.633382683359014e-06,1.0,0.9505,0.1881
37,1.0008469853767241e-05,1.0,0.9534,0.1919
38,8.01091557167007e-06,1.0,0.9484,0.2239
39,9.086320545490442e-06,1.0,0.9424,0.2397
40,6.593413254674444e-06,1.0,0.945,0.2282
41,4.5588543175743754e-06,1.0,0.9467,0.2157
42,6.613113881814702e-06,1.0,0.9543,0.184
43,1.0077379438636397e-05,1.0,0.9458,0.2234
44,1.2477395921120302e-05,1.0,0.9526,0.1871
45,7.510060072455349e-06,1.0,0.9424,0.2427
46,0.1268122886238549,0.9735854954673335,0.7888,0.8154
47,0.012835545740321759,0.9954673335417318,0.9132,0.2542
48,0.006502557723234469,0.9982807127227259,0.8824,0.3388
49,0.001165136032479851,0.9998437011566115,0.8967,0.3636
50,0.0002902731021217202,1.0,0.9014,0.3558
