epoch,train_loss,train_acc,val_acc,val_loss
1,0.17584302837055865,0.9344885883347421,0.3046,9.0517
2,0.016287850720399063,0.9960552268244576,0.2497,15.5453
3,0.010504376030902051,0.9966187658495351,0.2995,10.1486
4,0.005815739695122472,0.9980276134122288,0.2095,17.6595
5,0.0024432569530004754,0.9992955762186532,0.2302,20.1799
6,0.0048337354581009535,0.9983093829247676,0.2505,13.9752
7,0.004623052816721971,0.9987320371935756,0.2336,23.6004
8,0.005624648562303035,0.9981684981684982,0.2429,26.2603
9,0.004614842420783199,0.9991546914623838,0.3097,19.7139
10,0.004373644782302686,0.9990138067061144,0.3388,18.8588
11,0.018519998405448344,0.9947872640180333,0.1981,17.8805
12,0.009207749459616972,0.9976049591434207,0.3291,19.1806
13,0.007718860327316541,0.9980276134122288,0.2898,21.1831
14,0.007421677847578911,0.9978867286559594,0.2573,14.044
15,0.0018435485392575886,0.9992955762186532,0.3371,17.6455
16,0.0007737274114511921,0.9998591152437306,0.3219,22.9261
17,0.00025702151927170703,1.0,0.3287,24.674
18,0.00010631237677250266,1.0,0.3164,23.8331
19,0.00015804122788343945,1.0,0.3321,25.4051
20,0.00011258468644187157,1.0,0.3262,25.8491
21,5.070318253396292e-05,1.0,0.3249,23.1303
22,8.378288471081251e-05,1.0,0.3367,24.0502
23,0.0017155110400983577,0.9997182304874612,0.3207,20.6388
24,0.0012367604534571691,0.9997182304874612,0.2835,17.6321
25,0.002008092339136601,0.9992955762186532,0.3135,18.3193
26,0.0002935087368019563,1.0,0.2953,20.688
27,0.0011289833072413483,0.9997182304874612,0.289,24.026
28,0.0010964184711855477,0.9997182304874612,0.2442,33.9202
29,0.01086764418405947,0.9971823048746126,0.2784,42.0477
30,0.009991476690030856,0.9971823048746126,0.2966,23.5388
31,0.01250140857041009,0.9971823048746126,0.3418,37.3634
32,0.0030378924339739266,0.9992955762186532,0.3346,36.7581
33,0.006418358428819931,0.9987320371935756,0.3004,30.5162
34,0.003414910021721071,0.9990138067061144,0.3063,46.5426
35,0.0006322573894598818,0.9998591152437306,0.3426,41.2089
36,0.0001152651298507787,1.0,0.3422,38.1016
37,0.0002247586138722205,0.9998591152437306,0.3439,39.7794
38,0.00011819450632790334,1.0,0.3456,38.2627
39,8.529038970817252e-05,1.0,0.324,42.3698
40,0.00015083728491388325,1.0,0.2974,42.4678
41,0.0003600750023224912,0.9998591152437306,0.3173,50.3082
42,0.00012030263531091266,1.0,0.3177,52.324
43,0.00010584392359183143,1.0,0.3629,40.9705
44,1.8712832713020733e-05,1.0,0.3578,41.207
45,2.894673675313095e-05,1.0,0.3511,45.664
46,1.3623371051856178e-05,1.0,0.349,43.9383
47,1.2884605449589704e-05,1.0,0.3494,43.782
48,6.983336835635926e-06,1.0,0.3409,46.075
49,9.731716342627957e-05,1.0,0.3507,43.9302
50,8.939801791169296e-05,1.0,0.3599,43.0052
